2019-03-21 00:13:26	 37.6
2019-03-21 00:28:26	 38.1
2019-03-21 00:43:26	 39.7
2019-03-21 00:58:26	 38.1
2019-03-21 01:13:26	 38.1
2019-03-21 01:28:26	 38.1
2019-03-21 01:43:26	 38.1
2019-03-21 01:58:26	 38.1
2019-03-21 02:13:26	 37.6
2019-03-21 02:28:26	 37.6
2019-03-21 02:43:26	 37.6
2019-03-21 02:58:27	 38.1
2019-03-21 03:13:27	 37.6
2019-03-21 03:28:27	 38.6
2019-03-21 03:43:27	 38.1
2019-03-21 03:58:27	 38.1
2019-03-21 04:13:27	 37.6
2019-03-21 04:28:27	 38.1
2019-03-21 04:43:27	 37.6
2019-03-21 04:58:27	 38.1
2019-03-21 05:13:27	 37.6
2019-03-21 05:28:27	 38.6
2019-03-21 05:43:27	 38.6
2019-03-21 05:58:27	 38.6
2019-03-21 06:13:27	 38.6
2019-03-21 06:28:28	 38.6
2019-03-21 06:43:28	 37.6
2019-03-21 06:58:28	 38.1
2019-03-21 07:13:28	 37.6
2019-03-21 07:28:28	 38.1
2019-03-21 07:43:28	 37.6
2019-03-21 07:58:28	 37.6
2019-03-21 08:13:28	 38.1
2019-03-21 08:28:28	 37.6
2019-03-21 08:43:28	 38.1
2019-03-21 08:58:28	 37.6
2019-03-21 09:13:28	 38.1
2019-03-21 09:28:28	 37.6
2019-03-21 09:43:28	 38.1
2019-03-21 09:58:29	 38.1
2019-03-21 10:13:29	 37.6
2019-03-21 10:28:29	 37.6
2019-03-21 10:43:29	 37.6
2019-03-21 10:58:29	 37.6
2019-03-21 11:13:29	 37.6
2019-03-21 11:28:29	 37.6
2019-03-21 11:43:29	 36.5
2019-03-21 11:58:29	 37.6
2019-03-21 12:13:29	 37.0
2019-03-21 12:28:29	 37.6
2019-03-21 12:43:29	 36.5
2019-03-21 12:58:29	 37.0
2019-03-21 13:13:29	 37.6
2019-03-21 13:28:29	 37.6
2019-03-21 13:43:30	 37.6
2019-03-21 13:58:30	 37.0
2019-03-21 14:13:30	 37.6
2019-03-21 14:28:30	 37.6
2019-03-21 14:43:30	 37.6
2019-03-21 14:58:30	 36.5
2019-03-21 15:13:30	 36.5
2019-03-21 15:28:30	 37.0
2019-03-21 15:43:30	 37.6
2019-03-21 15:58:30	 37.0
2019-03-21 16:13:30	 36.5
2019-03-21 16:28:30	 36.5
2019-03-21 16:43:30	 37.0
2019-03-21 16:58:30	 37.6
2019-03-21 17:13:31	 37.6
2019-03-21 17:28:31	 38.1
2019-03-21 17:43:31	 37.0
2019-03-21 17:58:31	 37.6
2019-03-21 18:13:31	 37.6
2019-03-21 18:28:31	 37.6
2019-03-21 18:43:31	 37.6
2019-03-21 18:58:31	 37.6
2019-03-21 19:13:31	 36.5
2019-03-21 19:28:31	 36.5
2019-03-21 19:43:31	 36.5
2019-03-21 19:58:32	 36.5
2019-03-21 20:13:32	 35.4
2019-03-21 20:28:32	 35.4
2019-03-21 20:43:32	 35.9
2019-03-21 20:58:32	 36.5
2019-03-21 21:13:32	 35.9
2019-03-21 21:28:32	 35.4
2019-03-21 21:43:32	 35.4
